locality,region,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Wingene,Flanders,HOUSE,HOUSE,340000,residential_sale,3,,None,No,No,Yes,,Yes,,159,,,No,None
Koksijde,Flanders,HOUSE,HOUSE,850000,residential_sale,6,,None,No,No,No,,No,,436,,,No,None
Oignies,Wallonie,HOUSE,HOUSE,79000,residential_sale,1,,None,No,No,Yes,26,No,,60,,,No,None
Talence,,HOUSE,HOUSE,540000,residential_sale,4,30,Yes,No,No,Yes,26,No,,100,103,2,No,
Frasnes-lez-gosselies,Wallonie,HOUSE,HOUSE,135000,residential_sale,2,,None,No,No,No,,Yes,350,99,,,No,None
Izegem,Flanders,APARTMENT,APARTMENT,125000,residential_sale,1,,None,No,No,Yes,,No,,60,,,No,None
Kortrijk,Flanders,HOUSE,HOUSE,299000,residential_sale,3,,None,No,No,Yes,,Yes,120,163,,,No,None
Rochefort Hansur-Lesse,Wallonie,HOUSE,HOUSE,399000,residential_sale,4,16,No,No,No,Yes,,No,,235,426,3,No,AS_NEW
Dessel,Flanders,HOUSE,HOUSE,169000,residential_sale,3,,None,No,No,Yes,,No,,115,,,No,None
Lasne,Wallonie,HOUSE,HOUSE,499000,residential_sale,3,52,Yes,No,No,Yes,15,Yes,190,160,348,3,No,AS_NEW
Loppem,Flanders,APARTMENT,APARTMENT,390000,residential_sale,2,,None,No,No,Yes,28,No,,110,,,No,None
Halle,Flanders,HOUSE,HOUSE,265000,residential_sale,4,,None,No,No,No,,No,,170,,,No,None
Fauvillers,Wallonie,HOUSE,HOUSE,385000,residential_sale,3,18,No,No,No,No,,No,,180,1850,4,No,GOOD
Gent,Flanders,APARTMENT,APARTMENT,325000,residential_sale,2,,None,No,Yes,No,,No,,84,,,No,None
Testelt (Scherpenheuvel-Zichem),Flanders,HOUSE,HOUSE,285000,residential_sale,3,,None,No,No,No,,No,,180,,,No,None
Poperinge,Flanders,HOUSE,HOUSE,238000,residential_sale,3,,None,No,No,Yes,,No,,131,,,No,None
Bouillon,Wallonie,HOUSE,HOUSE,329000,residential_sale,3,32,No,Yes,No,Yes,15,Yes,770,118,770,4,No,TO_BE_DONE_UP
Lasne,Wallonie,HOUSE,HOUSE,499000,residential_sale,3,52,Yes,No,No,Yes,15,Yes,190,160,348,3,No,AS_NEW
Kortrijk,Flanders,APARTMENT,APARTMENT,175000,residential_sale,2,,None,No,No,No,,No,,88,,,No,None
Mons,Wallonie,HOUSE,HOUSE,165000,residential_sale,3,,None,No,No,No,,No,,161,,,No,None
Duffel,Flanders,HOUSE,HOUSE,329000,residential_sale,2,,None,No,No,Yes,,Yes,,106,,,No,None
Liege,Wallonie,HOUSE,HOUSE,219000,residential_sale,5,16,Yes,No,No,Yes,15,No,,146,83,2,No,AS_NEW
Seraing,Wallonie,HOUSE,HOUSE,169000,residential_sale,5,40,No,No,No,Yes,26,Yes,173,226,306,2,No,TO_RENOVATE
Seraing,Wallonie,HOUSE,HOUSE,169000,residential_sale,2,21,No,No,No,Yes,46,Yes,119,140,235,2,No,GOOD
Seraing,Wallonie,HOUSE,HOUSE,259000,residential_sale,4,21,No,No,No,Yes,24,Yes,31,117,104,2,No,GOOD
Schaerbeek,Brussels,HOUSE,HOUSE,320000,residential_sale,3,29,No,No,No,Yes,36,Yes,36,124,95,2,No,GOOD
Grimbergen Strombeek-Bever,Flanders,HOUSE,HOUSE,449000,residential_sale,4,27,Yes,No,No,Yes,19,Yes,90,165,160,2,No,AS_NEW
Lier,Flanders,HOUSE,HOUSE,375000,residential_sale,4,,None,No,No,No,,Yes,50,271,,,No,None
Ath,Wallonie,HOUSE,HOUSE,345000,residential_sale,3,,None,No,No,Yes,,No,,150,,,No,None
Leuven,Flanders,HOUSE,HOUSE,498000,residential_sale,3,,None,No,No,Yes,21,Yes,200,168,,,No,None
Tielt-Winge,Flanders,HOUSE,HOUSE,249000,residential_sale,5,,None,No,No,No,,No,,280,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,510000,residential_sale,2,,None,Yes,No,Yes,12,No,,,,,No,None
Chapelle-lez-Herlaimont,Wallonie,HOUSE,HOUSE,180000,residential_sale,3,30,No,No,Yes,Yes,,Yes,,110,223,2,No,GOOD
Montegnee,Wallonie,HOUSE,HOUSE,180000,residential_sale,2,,None,No,Yes,Yes,20,Yes,100,111,,,No,None
Geraardsbergen,Flanders,HOUSE,HOUSE,180000,residential_sale,4,,None,No,Yes,No,,No,,140,,,No,None
OMBRET,Wallonie,HOUSE,HOUSE,179000,residential_sale,3,29,No,No,Yes,Yes,34,Yes,300,130,680,4,No,GOOD
Ronse,Flanders,HOUSE,HOUSE,319000,residential_sale,3,25,No,No,Yes,Yes,5,Yes,,170,811,4,No,GOOD
Ronse,Flanders,HOUSE,HOUSE,245000,residential_sale,3,,None,No,Yes,Yes,,No,,165,,,No,None
Frasnes-lez-Anvaing,Wallonie,HOUSE,HOUSE,299000,residential_sale,2,45,No,No,Yes,Yes,,Yes,,110,1438,4,No,TO_BE_DONE_UP
EERNEGEM,Flanders,HOUSE,HOUSE,239000,residential_sale,5,,None,No,Yes,No,,No,,291,,,No,None
REDU,Wallonie,HOUSE,HOUSE,311000,residential_sale,3,,None,No,Yes,Yes,,Yes,,101,,,No,None
EHEIN,Wallonie,HOUSE,HOUSE,175000,residential_sale,3,25,No,No,Yes,Yes,,Yes,,100,260,2,No,GOOD
Verviers,Wallonie,HOUSE,HOUSE,239000,residential_sale,5,,None,No,No,Yes,21,Yes,163,226,,,No,None
Calonne,Wallonie,HOUSE,HOUSE,175000,residential_sale,2,,None,No,No,Yes,31,No,,129,,,No,None
Ans,Wallonie,HOUSE,HOUSE,175000,residential_sale,3,28,No,No,Yes,No,,Yes,175,145,296,3,No,GOOD
Florenville,Wallonie,HOUSE,HOUSE,299000,residential_sale,4,25,No,No,No,Yes,75,Yes,300,157,595,3,No,GOOD
Bouffioulx,Wallonie,HOUSE,HOUSE,299000,residential_sale,4,12,No,No,No,Yes,20,Yes,900,147,1000,4,No,JUST_RENOVATED
Châtelet,Wallonie,HOUSE,HOUSE,174900,residential_sale,3,22,No,No,Yes,Yes,8,Yes,82,110,180,2,No,
GRÂCE-HOLLOGNE,Wallonie,HOUSE,HOUSE,239000,residential_sale,3,,None,No,Yes,Yes,20,Yes,216,90,,,No,None
Waregem,Flanders,HOUSE,HOUSE,238000,residential_sale,5,,None,No,Yes,Yes,,No,,251,,,No,None
IVOZ-RAMET,Wallonie,HOUSE,HOUSE,299000,residential_sale,4,31,No,No,Yes,Yes,5,Yes,108,182,183,2,No,JUST_RENOVATED
JUPILLE-SUR-MEUSE,Wallonie,HOUSE,HOUSE,174000,residential_sale,3,30,No,No,Yes,Yes,16,No,,86,88,2,No,GOOD
Ronse,Flanders,HOUSE,HOUSE,235000,residential_sale,2,,None,No,Yes,No,,No,,200,,,No,None
Wondelgem,Flanders,HOUSE,HOUSE,295000,residential_sale,3,28,No,No,Yes,Yes,17,No,,120,77,2,No,GOOD
SAINT-GEORGES-SUR-MEUSE,Wallonie,HOUSE,HOUSE,169500,residential_sale,2,,None,No,Yes,No,,No,,80,,,No,None
Hoeilaart,Flanders,HOUSE,HOUSE,295000,residential_sale,2,14,No,No,No,Yes,32,Yes,16,75,80,2,No,GOOD
GLONS,Wallonie,HOUSE,HOUSE,230000,residential_sale,2,25,No,No,Yes,No,,Yes,800,90,890,4,No,TO_RENOVATE
Huy,Wallonie,HOUSE,HOUSE,229500,residential_sale,4,,None,No,Yes,No,,Yes,,192,,,No,None
Montegnee,Wallonie,HOUSE,HOUSE,169000,residential_sale,2,,None,No,Yes,Yes,30,No,,121,,,No,None
BAS-OHA,Wallonie,HOUSE,HOUSE,289000,residential_sale,3,36,No,No,Yes,Yes,14,Yes,,182,3535,4,No,TO_BE_DONE_UP
GrÃce-Hollogne Horion-Hozémont,Wallonie,HOUSE,HOUSE,229500,residential_sale,3,22,Yes,No,No,Yes,55,Yes,330,125,160,2,No,AS_NEW
Sint-Niklaas,Flanders,HOUSE,HOUSE,169000,residential_sale,2,,None,No,Yes,No,,No,,80,,,No,None
Grimbergen,Flanders,HOUSE,HOUSE,285000,residential_sale,3,,None,No,Yes,No,,No,,161,,,No,None
Ougrée,Wallonie,HOUSE,HOUSE,169000,residential_sale,5,19,No,No,Yes,Yes,11,No,,128,85,2,No,TO_BE_DONE_UP
LES CAHOTTES,Wallonie,HOUSE,HOUSE,229500,residential_sale,4,,None,No,Yes,No,,Yes,,170,,,No,None
Ougrée,Wallonie,HOUSE,HOUSE,169000,residential_sale,4,19,No,No,Yes,Yes,11,No,,128,85,2,No,TO_BE_DONE_UP
BRAINE-LE-CHÂTEAU,Wallonie,HOUSE,HOUSE,285000,residential_sale,4,46,No,No,Yes,Yes,20,Yes,352,235,492,3,No,TO_BE_DONE_UP
Ronse,Flanders,HOUSE,HOUSE,279500,residential_sale,3,,None,No,Yes,No,,No,,140,,,No,None
Oupeye Vivegnis,Wallonie,HOUSE,HOUSE,229000,residential_sale,3,30,No,No,No,Yes,44,Yes,100,143,205,2,No,JUST_RENOVATED
Boezinge,Flanders,HOUSE,HOUSE,165000,residential_sale,3,,None,No,Yes,No,,No,,160,,,No,None
Huy,Wallonie,HOUSE,HOUSE,225000,residential_sale,1,,None,Yes,Yes,Yes,,No,,105,,,No,None
Hamme,Flanders,HOUSE,HOUSE,279000,residential_sale,3,,None,No,Yes,No,,Yes,,237,,,No,None
Huy,Wallonie,HOUSE,HOUSE,219000,residential_sale,2,22,No,No,Yes,Yes,15,Yes,285,168,450,2,No,TO_RENOVATE
AMPSIN,Wallonie,HOUSE,HOUSE,159500,residential_sale,5,,None,No,Yes,Yes,20,Yes,1250,200,,,No,None
FLÉMALLE,Wallonie,HOUSE,HOUSE,269500,residential_sale,2,,None,No,Yes,No,,Yes,,130,,,No,None
Courcelles,Wallonie,HOUSE,HOUSE,160000,residential_sale,4,30,No,No,No,Yes,60,Yes,70,,267,2,No,TO_BE_DONE_UP
Hoegaarden Meldert,Flanders,HOUSE,HOUSE,219000,residential_sale,3,30,No,No,No,Yes,,No,,146,381,3,No,TO_RENOVATE
Geraardsbergen,Flanders,HOUSE,HOUSE,159000,residential_sale,3,40,No,No,Yes,No,,Yes,,305,228,2,No,TO_RENOVATE
Ronse,Flanders,HOUSE,HOUSE,269000,residential_sale,3,16,No,No,No,Yes,15,Yes,,194,434,2,No,TO_BE_DONE_UP
Wanze,Wallonie,HOUSE,HOUSE,215000,residential_sale,3,20,No,No,Yes,No,,Yes,,140,546,4,No,TO_BE_DONE_UP
Aalst,Flanders,HOUSE,HOUSE,269000,residential_sale,6,35,No,No,No,Yes,30,Yes,45,200,220,3,No,TO_BE_DONE_UP
Sint-Niklaas,Flanders,HOUSE,HOUSE,159000,residential_sale,2,19,No,No,No,Yes,9,No,,66,42,2,No,TO_BE_DONE_UP
Lokeren,Flanders,HOUSE,HOUSE,258000,residential_sale,4,30,Yes,No,Yes,Yes,10,Yes,35,185,157,2,No,AS_NEW
Heinsch,Wallonie,HOUSE,HOUSE,210000,residential_sale,3,,None,No,No,Yes,,Yes,310,,,,No,None
Arlon,Wallonie,HOUSE,HOUSE,199000,residential_sale,3,21,No,No,No,Yes,,No,,115,111,2,No,TO_RENOVATE
Mouscron,Wallonie,HOUSE,HOUSE,159000,residential_sale,2,,None,No,Yes,Yes,,Yes,40,125,,,No,None
Paliseul,Wallonie,HOUSE,HOUSE,257000,residential_sale,4,,None,No,Yes,No,,Yes,,87,,,No,None
Wibrin,Wallonie,HOUSE,HOUSE,159000,residential_sale,3,,None,Yes,Yes,No,,No,,98,,,No,None
VIERSET-BARSE,Wallonie,HOUSE,HOUSE,199000,residential_sale,2,12,No,No,Yes,No,,Yes,900,90,1029,4,No,TO_RENOVATE
Trooz,Wallonie,HOUSE,HOUSE,149000,residential_sale,3,15,No,No,No,Yes,30,No,,98,124,3,No,TO_BE_DONE_UP
Herstal,Wallonie,HOUSE,HOUSE,199000,residential_sale,2,35,No,No,No,Yes,28,Yes,90,129,166,2,No,GOOD
Huy,Wallonie,HOUSE,HOUSE,250000,residential_sale,3,,None,No,Yes,Yes,,No,,210,,,No,None
Charleroi,Wallonie,HOUSE,HOUSE,142000,residential_sale,3,,None,No,No,Yes,20,Yes,200,95,,,No,None
Antwerp,Flanders,HOUSE,HOUSE,249500,residential_sale,3,,None,No,Yes,No,,Yes,28,117,,,No,None
Hoegaarden,Flanders,HOUSE,HOUSE,195000,residential_sale,3,,None,No,Yes,No,,Yes,,166,,,No,None
Clavier,Wallonie,HOUSE,HOUSE,249000,residential_sale,2,32,No,No,Yes,Yes,15,Yes,,115,246,3,No,GOOD
FIZE-FONTAINE,Wallonie,HOUSE,HOUSE,249000,residential_sale,2,25,No,No,Yes,Yes,20,Yes,62,155,173,2,No,JUST_RENOVATED
Herseaux,Wallonie,HOUSE,HOUSE,139000,residential_sale,2,26,No,No,Yes,Yes,10,Yes,167,103,238,2,No,TO_RENOVATE
Trooz,Wallonie,HOUSE,HOUSE,139000,residential_sale,3,17,No,No,No,Yes,10,Yes,80,100,2221,3,No,TO_RENOVATE
BAASRODE,Flanders,HOUSE,HOUSE,189000,residential_sale,4,,None,No,Yes,No,,Yes,,165,,,No,None
BAASRODE,Flanders,HOUSE,HOUSE,189000,residential_sale,4,,None,No,Yes,No,,Yes,,165,,,No,None
Ouffet,Wallonie,HOUSE,HOUSE,189000,residential_sale,4,,None,No,Yes,Yes,,Yes,,198,,,No,None
MOGIMONT,Wallonie,HOUSE,HOUSE,135000,residential_sale,4,,None,No,Yes,No,,No,,155,,,No,None
SINT-AMANDSBERG,Flanders,HOUSE,HOUSE,248000,residential_sale,3,30,No,No,Yes,No,,Yes,,135,110,2,No,TO_RENOVATE
Ronse,Flanders,HOUSE,HOUSE,245000,residential_sale,3,,None,No,Yes,Yes,,No,,165,,,No,None
Herstal,Wallonie,HOUSE,HOUSE,189000,residential_sale,3,,None,No,Yes,Yes,18,Yes,40,105,,,No,None
Bocholt,Flanders,HOUSE,HOUSE,329000,residential_sale,3,,None,No,No,Yes,,No,,174,,,No,None
THIMÉON,Wallonie,HOUSE,HOUSE,130000,residential_sale,2,,None,No,Yes,Yes,,No,,94,,,No,None
Lier,Flanders,APARTMENT,APARTMENT,329000,residential_sale,2,,None,No,No,Yes,21,No,,98,,,No,None
Herstal,Wallonie,HOUSE,HOUSE,185000,residential_sale,2,,None,No,No,Yes,,Yes,54,95,,,No,None
Lier,Flanders,APARTMENT,APARTMENT,379000,residential_sale,3,,None,No,No,Yes,37,Yes,70,111,,,No,None
Oostende,Flanders,APARTMENT,APARTMENT,349000,residential_sale,3,30,No,No,No,Yes,10,No,,92,,,No,AS_NEW
Lier,Flanders,APARTMENT,APARTMENT,459000,residential_sale,2,,None,No,No,Yes,31,No,,126,,,No,None
Lier,Flanders,APARTMENT,APARTMENT,274000,residential_sale,1,,None,No,No,Yes,18,No,,74,,,No,None
Koekelberg,Brussels,APARTMENT,APARTMENT,215000,residential_sale,1,,None,No,No,Yes,1,No,,80,,,No,None
Angleur,Wallonie,APARTMENT,APARTMENT,139000,residential_sale,1,,None,No,No,Yes,,No,,51,,,No,None
Anderlecht,Brussels,APARTMENT,APARTMENT,195000,residential_sale,2,,None,No,No,No,,No,,80,,,No,None
Habergy,Wallonie,HOUSE,HOUSE,185000,residential_sale,5,40,No,No,Yes,Yes,47,Yes,,204,291,2,No,TO_RENOVATE
Oudenaarde,Flanders,HOUSE,HOUSE,375000,residential_sale,3,,None,No,Yes,No,,Yes,,161,,,No,None
Heer,Wallonie,HOUSE,HOUSE,204470,residential_sale,3,,None,No,No,No,,Yes,,125,,,No,None
Oudenaarde,Flanders,HOUSE,HOUSE,350000,residential_sale,3,,None,No,Yes,No,,Yes,,169,,,No,None
Lier,Flanders,APARTMENT,APARTMENT,344000,residential_sale,2,,None,No,No,Yes,39,No,,99,,,No,None
Mechelen,Flanders,HOUSE,HOUSE,249000,residential_sale,4,,None,No,No,No,,No,,133,,,No,None
Oudenaarde,Flanders,HOUSE,HOUSE,344000,residential_sale,3,,None,No,Yes,No,,Yes,,164,,,No,None
Oudenaarde,Flanders,HOUSE,HOUSE,373000,residential_sale,3,,None,No,Yes,No,,Yes,,160,,,No,None
Fleurus Saint-Amand,Wallonie,HOUSE,HOUSE,140000,residential_sale,2,18,No,No,No,No,,No,,100,0,2,No,GOOD
OLSENE,Flanders,HOUSE,HOUSE,462000,residential_sale,3,,None,No,Yes,Yes,,No,,236,,,No,None
Etterbeek,Brussels,HOUSE,HOUSE,479000,residential_sale,5,,None,No,No,No,,No,,170,,,No,None
Nazareth,Flanders,HOUSE,HOUSE,485000,residential_sale,4,,None,No,Yes,Yes,,Yes,,290,,,No,None
Sint-Andries,Flanders,HOUSE,HOUSE,399000,residential_sale,3,,None,No,No,Yes,,No,,155,,,No,None
Braine-l'Alleud,Wallonie,HOUSE,HOUSE,360000,residential_sale,3,36,No,No,Yes,Yes,,No,,177,315,2,No,GOOD
Ixelles,Brussels,APARTMENT,APARTMENT,985000,residential_sale,3,,None,No,Yes,Yes,5,No,,280,,,No,None
Woluwe-Saint-Pierre,Brussels,APARTMENT,APARTMENT,700000,residential_sale,3,,None,No,No,Yes,9,No,,162,,,No,None
Knokke-Heist,Flanders,APARTMENT,APARTMENT,1475000,residential_sale,2,,None,No,No,Yes,,No,,95,,,No,None
Knokke-Heist,Flanders,APARTMENT,APARTMENT,669000,residential_sale,3,,None,No,No,Yes,,No,,94,,,No,None
Leuven,Flanders,APARTMENT,APARTMENT,520000,residential_sale,2,35,Yes,No,Yes,Yes,6,No,,103,,2,No,GOOD
Oudenaarde,Flanders,APARTMENT,APARTMENT,495000,residential_sale,3,,None,No,No,No,,No,,150,,,No,None
Etterbeek,Brussels,APARTMENT,APARTMENT,495000,residential_sale,3,,None,No,No,Yes,25,No,,162,,,No,None
St-Joris-Weert,Flanders,APARTMENT,APARTMENT,450000,residential_sale,3,40,No,No,No,Yes,32,No,,124,,2,No,AS_NEW
Waregem,Flanders,APARTMENT,APARTMENT,595000,residential_sale,2,,None,No,Yes,No,,No,,163,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,595000,residential_sale,3,,None,No,Yes,No,,No,,125,,,No,None
Etterbeek,Brussels,APARTMENT,APARTMENT,465000,residential_sale,2,,None,No,No,Yes,21,No,,150,,,No,None
Middelkerke,Flanders,APARTMENT,APARTMENT,449000,residential_sale,2,,None,No,Yes,No,,No,,75,,,No,None
Etterbeek,Brussels,APARTMENT,APARTMENT,430000,residential_sale,2,,None,No,No,Yes,17,No,,136,,,No,None
Halle,Flanders,HOUSE,HOUSE,547844,residential_sale,3,,None,No,No,No,,No,,122,,,No,None
SINT-NIKLAAS,Flanders,APARTMENT,APARTMENT,425000,residential_sale,2,,None,No,Yes,Yes,,No,,125,,,No,None
Lede,Flanders,HOUSE,HOUSE,199000,residential_sale,1,,None,No,No,No,,Yes,124,145,,,No,None
Nord-Est (Bruxelles),Brussels,APARTMENT,APARTMENT,425000,residential_sale,2,,None,No,No,Yes,13,No,,90,,,No,None
Nord (Bruxelles),Brussels,APARTMENT,APARTMENT,399000,residential_sale,2,,None,No,No,Yes,10,No,,97,,,No,None
Villers-la-Ville,Wallonie,HOUSE,HOUSE,125000,residential_sale,4,,None,No,No,Yes,84,Yes,658,134,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,405000,residential_sale,1,,None,No,No,Yes,6,No,,90,,,No,None
Geraardsbergen,Flanders,HOUSE,HOUSE,149500,residential_sale,5,,None,No,No,No,,Yes,,,,,No,None
SINT-NIKLAAS,Flanders,APARTMENT,APARTMENT,425000,residential_sale,2,,None,No,Yes,Yes,,No,,125,,,No,None
De Panne,Flanders,APARTMENT,APARTMENT,230000,residential_sale,1,,None,No,No,Yes,,No,,65,,,No,None
Kasterlee,Flanders,HOUSE,HOUSE,449000,residential_sale,3,,None,No,Yes,No,,No,,220,,,No,None
Lede,Flanders,HOUSE,HOUSE,339000,residential_sale,4,,None,No,No,No,,Yes,240,207,,,No,None
Tervuren,Flanders,HOUSE,HOUSE,535000,residential_sale,5,33,No,No,No,Yes,40,No,,243,340,3,No,TO_BE_DONE_UP
De Panne,Flanders,APARTMENT,APARTMENT,300000,residential_sale,2,,None,No,No,Yes,,No,,89,,,No,None
Tienen,Flanders,HOUSE,HOUSE,375000,residential_sale,3,,None,No,No,Yes,46,Yes,382,204,,,No,None
Lembeek,Flanders,HOUSE,HOUSE,339000,residential_sale,6,,None,No,No,No,,No,,265,,,No,None
Hornu,Wallonie,HOUSE,HOUSE,70000,residential_sale,3,,None,No,No,Yes,10,No,,115,,,No,None
Wingene,Flanders,HOUSE,HOUSE,220000,residential_sale,4,,None,No,No,No,,No,,,,,No,None
Forest,Brussels,APARTMENT,APARTMENT,245000,residential_sale,1,,None,No,No,No,,Yes,47,60,,,No,None
Jette,Brussels,APARTMENT,APARTMENT,243000,residential_sale,2,,None,No,No,Yes,2,No,,79,,,No,None
Braine-l'Alleud,Wallonie,APARTMENT,APARTMENT,265000,residential_sale,2,,None,No,No,Yes,2,No,,80,,,No,None
Evergem,Flanders,HOUSE,HOUSE,295000,residential_sale,3,,None,No,No,No,,No,,150,,,No,None
Gouy-lez-Piéton,Wallonie,HOUSE,HOUSE,144900,residential_sale,2,8,No,No,No,No,,Yes,188,90,242,2,No,TO_RENOVATE
Molenbeek-Saint-Jean,Brussels,APARTMENT,APARTMENT,40000,annuity_monthly_amount,2,,None,No,No,Yes,11,No,,75,,,No,None
EEKLO,Flanders,APARTMENT,APARTMENT,175000,residential_sale,2,,None,No,No,Yes,,No,,85,,,No,None
Dilbeek,Flanders,APARTMENT,APARTMENT,215000,residential_sale,2,,None,No,Yes,No,,No,,68,,,No,None
Ieper,Flanders,HOUSE,HOUSE,250000,residential_sale,4,,None,No,No,Yes,30,Yes,30,183,,,No,None
Saint-Hubert,Wallonie,HOUSE,HOUSE,320000,residential_sale,4,,None,No,No,Yes,59,Yes,1310,369,,,No,None
Oisquercq,Wallonie,HOUSE,HOUSE,265000,residential_sale,3,,None,No,No,Yes,50,No,,130,,,No,None
Antwerp,Flanders,HOUSE,HOUSE,475000,residential_sale,4,,None,No,Yes,No,,Yes,27,185,,,No,None
Forest,Brussels,APARTMENT,APARTMENT,235000,residential_sale,2,,None,No,No,Yes,6,No,,90,,,No,None
Bastogne,Wallonie,APARTMENT,APARTMENT,215000,residential_sale,2,,None,No,No,No,,No,,91,,,No,None
Liege,Wallonie,APARTMENT,APARTMENT,235000,residential_sale,1,,None,No,No,Yes,9,No,,76,,,No,None
Spiere-Helkijn,Flanders,APARTMENT,APARTMENT,209000,residential_sale,2,,None,No,Yes,Yes,,No,,85,,,No,None
Pont-a-Celles,Wallonie,APARTMENT,APARTMENT,199000,residential_sale,2,,None,No,No,Yes,6,No,,81,,,No,None
Saint-Josse-ten-Noode,Brussels,APARTMENT,APARTMENT,200000,residential_sale,1,,None,Yes,No,No,,No,,62,,,No,None
Deerlijk,Flanders,APARTMENT,APARTMENT,236000,residential_sale,2,,None,No,Yes,Yes,30,Yes,,130,,,No,None
Jodoigne,Wallonie,APARTMENT,APARTMENT,199000,residential_sale,1,,None,No,Yes,Yes,10,No,,75,,,No,None
Bornem,Flanders,APARTMENT,APARTMENT,195000,residential_sale,1,,None,No,Yes,Yes,6,No,,62,,,No,None
Merksem,Flanders,APARTMENT,APARTMENT,185000,residential_sale,2,,None,No,No,Yes,6,No,,84,,,No,None
Fleurus,Wallonie,APARTMENT,APARTMENT,181930,residential_sale,2,,None,No,Yes,Yes,,No,,79,,,No,None
Ans,Wallonie,APARTMENT,APARTMENT,189000,residential_sale,2,,None,No,No,Yes,2,No,,85,,,No,None
La Louviere,Wallonie,APARTMENT,APARTMENT,130000,residential_sale,1,,None,No,No,Yes,,No,,70,,,No,None
Schaerbeek,Brussels,APARTMENT,APARTMENT,199000,residential_sale,2,,None,No,No,No,,No,,98,,,No,None
Schaerbeek,Brussels,APARTMENT,APARTMENT,180000,residential_sale,1,,None,No,No,No,,No,,50,,,No,None
Charleroi,Wallonie,APARTMENT,APARTMENT,127500,residential_sale,2,,None,No,Yes,Yes,5,No,,70,,,No,None
Uccle,Brussels,HOUSE,HOUSE,699000,residential_sale,3,,None,No,No,No,,No,,238,,,No,None
SAINT-GEORGES-SUR-MEUSE,Wallonie,HOUSE,HOUSE,40000,annuity_monthly_amount,2,37,No,No,Yes,Yes,,Yes,,120,1081,4,No,GOOD
Zelzate,Flanders,HOUSE,HOUSE,225000,residential_sale,3,,None,No,No,No,,No,,210,,,No,None
Messancy,Wallonie,HOUSE,HOUSE,300000,residential_sale,4,,None,No,No,Yes,30,No,,308,,,No,None
GENT CENTRUM,Flanders,APARTMENT,APARTMENT,925000,residential_sale,2,50,Yes,No,Yes,Yes,22,No,,131,,2,No,
Gent,Flanders,HOUSE,HOUSE,289000,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Fontaine-Valmont,Wallonie,HOUSE,HOUSE,388000,residential_sale,3,32,No,No,No,Yes,25,Yes,10,450,1352,4,No,
GENT CENTRUM,Flanders,APARTMENT,APARTMENT,695000,residential_sale,2,,None,No,Yes,Yes,12,No,,103,,,No,None
Mont-sur-Marchienne,Wallonie,APARTMENT,APARTMENT,328900,residential_sale,3,,None,No,No,Yes,30,Yes,109,192,,,No,None
Thuin,Wallonie,HOUSE,HOUSE,388000,residential_sale,3,32,No,No,No,Yes,25,Yes,10,450,1352,4,No,
Aarschot,Flanders,HOUSE,HOUSE,269000,residential_sale,2,,None,No,No,No,,No,,124,,,No,None
Jette,Brussels,APARTMENT,APARTMENT,249000,residential_sale,2,,None,No,No,Yes,3,No,,82,,,No,None
Mont-sur-Marchienne,Wallonie,HOUSE,HOUSE,328900,residential_sale,3,32,Yes,No,No,Yes,30,Yes,109,192,200,2,No,JUST_RENOVATED
Westerlo (Tongerlo),Flanders,HOUSE,HOUSE,225000,residential_sale,3,,None,No,No,No,,No,,184,,,No,None
Dour,Wallonie,HOUSE,HOUSE,390000,residential_sale,11,,None,No,No,Yes,,No,,645,,,No,None
Braine-L'Alleud,Wallonie,APARTMENT,APARTMENT,395000,residential_sale,3,,None,No,No,No,,No,,160,,,No,None
Braine l'Alleud,Wallonie,APARTMENT,APARTMENT,185000,residential_sale,0,,None,No,No,No,,No,,39,,,No,None
Oosterzele,Flanders,HOUSE,HOUSE,395000,residential_sale,2,35,No,No,No,Yes,,Yes,,206,730,3,No,GOOD
Waterloo,Wallonie,HOUSE,HOUSE,875000,residential_sale,4,,None,No,No,No,,No,,184,,,No,None
Gouy-lez-Piéton,Wallonie,HOUSE,HOUSE,139900,residential_sale,4,22,No,No,No,Yes,10,Yes,1000,192,1120,2,No,TO_RENOVATE
Hoeilaart,Flanders,APARTMENT,APARTMENT,419000,residential_sale,3,50,No,No,No,No,,No,,131,,3,No,GOOD
SILLY (Hellebecq),Wallonie,HOUSE,HOUSE,318000,residential_sale,2,34,No,No,No,No,,No,,124,670,4,No,
Enghien,Wallonie,HOUSE,HOUSE,285000,residential_sale,5,80,No,No,Yes,Yes,20,No,,200,120,3,No,
LAMBUSART,Wallonie,APARTMENT,APARTMENT,299000,residential_sale,3,,None,No,Yes,No,,No,,135,,,No,None
Roeselare,Flanders,APARTMENT,APARTMENT,185000,residential_sale,3,32,No,No,No,No,,No,,95,,,No,GOOD
Overijse,Flanders,HOUSE,HOUSE,750000,residential_sale,4,32,No,No,No,Yes,55,Yes,400,275,800,4,No,GOOD
